Pnum,Section,Owner,Mixed species,Species,State code,Closed,Clear date,Missing entire brood,Suspected predation,Lay date,April lay date,Lay date uncertainty,Lay date visit interval,Laying rate,Incubation started,Num broken eggs,Expected hatch date,Hatch date,April hatch date,Incubation duration,Total egg weight,Num eggs weighed,Clutch size,Num chicks,Num chicks ringed,April ring date,Ring day,Num live chicks,Num dead chicks,Num fledglings,Mean chick weight,Num linked pulli records,Num linked adult records,Father,Mother,Identified adults,Chick ids,Dead ringed chick ids,Experiment codes,Num eggs manipulated,Comments,Legacy average egg weight,Legacy max nest state code,Legacy last visit date,Legacy hatch age in days,Legacy april hatch date,Legacy predation,Legacy clutch accuracy,Legacy mean fledge weight,Legacy num ringed dead chicks
20201P23,p,Keith Mc Mahon,false,c,6,true,06-06-2020,,,23-04-2020,23,0,3,1.00,true,0,16-05-2020,17-05-2020,47,14,3.00,3,11,8,8,61,15,8,0,8,8.48,8,0,,,,,,,0,"cold, not hatched",,,,,,,,,
20201P24,p,Keith Mc Mahon,false,b,6,true,31-05-2020,,,21-04-2020,21,0,3,1.00,true,0,12-05-2020,12-05-2020,42,13,3.40,3,9,9,9,56,15,9,0,9,10.02,9,2,avl3155,j215828,"01103f9ec3, avl3155",,,,0,not hatched,,,,,,,,,
20201P3,p,Keith Mc Mahon,false,b,6,true,04-06-2020,,,25-04-2020,25,0,7,,true,0,14-05-2020,14-05-2020,44,13,3.60,3,7,7,7,58,15,7,0,7,11.10,7,2,z101277,abj6241,"abj6241, z101277",,,,0,"not hatched, female ringed, nothing on fp",,,,,,,,,
20201P4,p,Keith Mc Mahon,false,b,6,true,20-05-2020,,,15-04-2020,15,0,3,,,0,,,,,3.50,3,3,,0,,,,0,0,,0,0,,,,,,,0,abandoned,,,,,,,,,
20201P5,p,Keith Mc Mahon,true,"g, b",6,true,04-06-2020,,,18-04-2020,18,0,7,1.00,true,0,07-05-2020,10-05-2020,40,16,4.30,3,7,5,5,54,15,5,0,5,18.88,5,0,ts47653,tv44297,"0700eda080, 0110177adb",,,,0,,,,,,,,,,
20201P6,p,Keith Mc Mahon,false,g,6,true,13-05-2020,,,20-04-2020,20,0,7,1.00,true,0,09-05-2020,09-05-2020,39,13,5.40,3,7,6,0,,,,6,0,,0,0,,,,,,,0,"not hatched, not hatched, chicks look max 2 days old",,,,,,,,,
20201P7,p,Keith Mc Mahon,false,g,6,true,13-05-2020,,,18-04-2020,18,0,7,1.00,true,0,09-05-2020,08-05-2020,38,12,4.90,3,9,3,0,,,,0,0,,0,1,,vs84191,vs84191,,,,0,"no visits on fp chicks were a little cold, chicks bloody?",,,,,,,,,
20201P8,p,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201P9,p,Keith Mc Mahon,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW1,sw,Charlotte Regan,false,g,6,true,11-06-2020,,,22-04-2020,22,6,6,0.00,true,0,11-05-2020,15-05-2020,45,17,6.50,4,7,6,6,59,15,6,0,6,17.15,6,2,ty69095,ty69085,"ty69085, ty69095",,,,0,"fon, fon",,,,,,,,,
20201SW10,sw,J Haynes,false,b,6,true,30-05-2020,,,16-04-2020,16,0,8,,true,0,07-05-2020,07-05-2020,37,13,4.60,4,9,9,9,51,15,9,0,9,11.09,9,2,afh4098,s882535,"afh4098, s882535",,,,0,"faceplate, catching",,,,,,,,,
20201SW101,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW101A,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW102,sw,J Haynes,false,b,6,true,21-05-2020,true,true,18-04-2020,18,0,8,,true,0,08-05-2020,07-05-2020,37,12,3.30,3,8,8,0,,,,0,0,,0,2,avl4139,avl4053,"avl4053, avl4139",,,,0,"FON, faceplate, catching, catching",,,,,,,,,
20201SW103,sw,J Haynes,false,g,6,true,26-05-2020,true,true,21-04-2020,21,0,3,1.00,true,0,12-05-2020,12-05-2020,42,13,5.10,3,9,8,0,,,,0,0,,0,2,ty68556,vz32753,"vz32753, ty68556",,,,0,"FON, catching",,,,,,,,,
20201SW104,sw,J Haynes,false,b,6,true,21-05-2020,true,true,12-04-2020,12,0,7,0.67,true,0,02-05-2020,03-05-2020,33,13,3.60,3,9,8,8,47,15,8,0,8,10.39,8,2,avl4020,avl4021,"avl4020, avl4021",,,,0,"FON_unringed, catching",,,,,,,,,
20201SW104A,sw,J Haynes,false,b,6,true,16-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW105,sw,J Haynes,false,g,6,true,20-05-2020,,true,25-04-2020,25,0,7,,true,0,14-05-2020,13-05-2020,43,12,5.50,3,7,6,0,,,,1,0,,0,0,,,,,,,0,FON_ringed,,,,,,,,,
20201SW106,sw,J Haynes,false,b,6,true,20-05-2020,,true,17-04-2020,17,0,8,,true,0,07-05-2020,07-05-2020,37,13,4.70,4,8,8,0,,,,4,0,,0,1,,avl4052,avl4052,,,,0,"FON_unringed, FON_unringed, faceplate, catching",,,,,,,,,
20201SW107,sw,J Haynes,false,b,6,true,20-05-2020,true,true,26-04-2020,26,0,7,1.00,true,0,14-05-2020,14-05-2020,44,13,4.00,3,6,4,0,,,,0,0,,0,1,,afh4676,"afh4676, 01103f845f",,,,0,"FON, FON",,,,,,,,,
20201SW108,sw,J Haynes,false,b,6,true,20-05-2020,true,true,20-04-2020,20,0,8,1.00,true,0,10-05-2020,10-05-2020,40,12,4.10,4,9,9,0,,,,0,0,,0,0,,,,,,,0,faceplate,,,,,,,,,
20201SW109,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW109A,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW11,sw,J Haynes,false,,6,true,20-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW110,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW111,sw,J Haynes,false,b,6,true,20-05-2020,,,20-04-2020,20,0,8,,,0,,,,,3.30,3,3,,0,,,,0,0,,0,0,,,,,,,0,abandoned,,,,,,,,,
20201SW112,sw,J Haynes,false,g,6,true,20-05-2020,,true,16-04-2020,16,0,8,,true,0,06-05-2020,06-05-2020,36,13,6.70,4,8,7,0,,,,5,0,,0,1,,ty68507,ty68507,,,,0,"faceplate, catching",,,,,,,,,
20201SW113,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW114,sw,J Haynes,false,,6,true,20-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW115,sw,J Haynes,false,,6,true,20-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW116,sw,J Haynes,false,g,6,true,16-05-2020,,,14-04-2020,14,0,8,,true,0,06-05-2020,05-05-2020,35,12,6.20,4,10,9,0,,,,9,0,,0,1,,vz32708,011017687d,,,,0,"FON_ringed, faceplate",,,,,,,,,
20201SW117,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW118,sw,J Haynes,false,b,6,true,08-06-2020,,,25-04-2020,25,0,7,,true,0,15-05-2020,14-05-2020,44,12,2.70,3,8,8,8,58,15,8,0,8,12.11,8,2,afh4513,avl4838,"afh4513, avl4838",,,,0,"faceplate, faceplate, catching, catching",,,,,,,,,
20201SW119,sw,J Haynes,false,g,6,true,13-05-2020,true,true,13-04-2020,13,0,8,,true,0,03-05-2020,03-05-2020,33,13,,,8,7,0,,,,0,0,,0,2,,tw41854,"tw41854, 01103f8679",,,,0,"FON, FON, faceplate",,,,,,,,,
20201SW12,sw,J Haynes,false,b,6,true,20-05-2020,,,28-04-2020,28,0,1,,true,0,16-05-2020,16-05-2020,46,13,,,6,5,0,,,,5,0,,0,0,,,,,,,0,"FON_unringed, FON_unringed",,,,,,,,,
20201SW120,sw,J Haynes,false,,6,true,20-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW121,sw,J Haynes,false,b,6,true,19-05-2020,,true,15-04-2020,15,3,8,0.00,true,0,07-05-2020,15-05-2020,45,21,5.10,4,10,8,0,,,,5,0,,0,0,,,,,,,0,"eggs are cold, FON_ringed",,,,,,,,,
20201SW122,sw,J Haynes,false,b,6,true,16-06-2020,,,29-04-2020,29,0,6,,true,1,17-05-2020,18-05-2020,48,14,4.60,4,6,6,0,,,,6,0,,0,0,,,,,,,0,"FON, FON, FON",,,,,,,,,
20201SW123,sw,J Haynes,false,b,6,true,28-05-2020,,,11-04-2020,11,0,6,,true,0,03-05-2020,04-05-2020,34,14,4.20,4,10,9,9,48,15,9,0,9,10.91,9,2,j215612,j215995,"j215995, 01103fcd87, 01103fab3c",,,,0,"FON, FON, FON",,,,,,,,,
20201SW124,sw,J Haynes,false,b,6,true,08-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW125,sw,J Haynes,false,b,6,true,29-05-2020,,,14-04-2020,14,0,7,1.00,true,0,07-05-2020,06-05-2020,36,12,4.30,4,11,11,11,50,15,11,0,11,11.41,11,3,j215624,afh4282,"01103fd6ef, 01103f6cfa, j215624",,,,0,"FON, FON",,,,,,,,,
20201SW126,sw,J Haynes,false,b,6,true,29-05-2020,,,13-04-2020,13,0,6,1.00,true,0,05-05-2020,05-05-2020,35,13,3.60,3,10,9,9,49,15,9,0,9,11.16,9,2,avl3029,afh3517,"afh3517, 01103f8doa, avl3029",,,,0,"FON, FON, FON",,,,,,,,,
20201SW127,sw,J Haynes,false,g,6,true,24-05-2020,,,26-04-2020,26,0,7,,true,0,15-05-2020,14-05-2020,44,12,4.90,3,7,6,0,,,,6,0,,0,2,,te80999,"te80999, 011017613c",,,,0,"FON, FON",,,,,,,,,
20201SW128,sw,J Haynes,false,g,6,true,31-05-2020,,,20-04-2020,20,0,7,1.00,true,0,10-05-2020,09-05-2020,39,12,6.60,4,8,8,8,53,15,8,0,8,18.40,8,2,tw41650,tw77016,"01101790ee, tw77016",,,,0,"FON, FON",,,,,,,,,
20201SW129,sw,J Haynes,false,b,6,true,27-05-2020,,,12-04-2020,12,0,6,,true,0,03-05-2020,03-05-2020,33,13,3.10,3,9,9,9,46,14,9,0,9,11.86,9,3,z101415,afh3461,"afh3461, z101415",,,,0,"FON, FON",,,,,,,,,
20201SW13,sw,J Haynes,false,b,6,true,20-05-2020,,,20-04-2020,20,0,8,1.00,,0,,,,,4.50,4,5,,0,,,,0,0,,0,0,,,,,,,0,"abandoned, abandoned",,,,,,,,,
20201SW130,sw,J Haynes,false,b,6,true,30-05-2020,,,17-04-2020,17,0,7,1.00,true,0,07-05-2020,07-05-2020,37,13,4.30,4,8,7,7,51,15,7,0,7,10.44,7,1,,avl6060,avl6060,,,,0,"FON, FON, FON",,,,,,,,,
20201SW131,sw,J Haynes,false,g,6,true,30-05-2020,,,17-04-2020,17,0,7,1.00,true,0,07-05-2020,06-05-2020,36,12,6.50,4,8,8,8,50,15,8,0,8,18.89,8,2,tw77001,vs84251,"vs84251, tw77001",,,,0,"FON, FON, FON",,,,,,,,,
20201SW132,sw,J Haynes,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW133,sw,J Haynes,false,g,6,true,03-06-2020,,,21-04-2020,21,0,7,1.00,true,0,11-05-2020,10-05-2020,40,12,6.40,4,8,8,6,54,15,7,1,5,13.59,7,1,,vz32782,"vz23782, 0110176e02",,unrrunt,,0,"FON, FON, unrrunt",,,,,,,,,
20201SW134,sw,J Haynes,false,,6,true,08-06-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW14,sw,J Haynes,false,b,6,true,01-06-2020,,,02-05-2020,32,0,5,1.00,true,0,22-05-2020,20-05-2020,50,11,,,8,7,0,,,,3,0,,0,2,afh5927,and6749,"01103f88c4, 011016e662",,,,0,"faceplate, chicks too hungry to catch",,,,,,,,,
20201SW15,sw,J Haynes,false,b,6,true,30-05-2020,,,17-04-2020,17,0,8,,true,0,08-05-2020,07-05-2020,37,12,4.60,4,9,8,8,51,15,8,0,8,10.31,8,2,,avl3014,avl3014,,,,0,"faceplate, catching",,,,,,,,,
20201SW16,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW17,sw,J Haynes,false,b,6,true,26-05-2020,,,16-04-2020,16,0,8,1.00,true,0,06-05-2020,06-05-2020,36,12,4.50,4,9,9,9,50,15,9,0,9,11.37,9,3,afh5793,s882728,"01103f912b, 01103f3b46, s882728",,,,0,"FON, faceplate, catching",,,,,,,,,
20201SW18,sw,J Haynes,false,g,6,true,26-05-2020,,,24-04-2020,24,0,4,,true,0,13-05-2020,12-05-2020,42,12,7.10,4,7,6,0,,,,6,0,,0,2,ts43477,,"0700ed999f, ts43477",,,,0,"FON_unringed, faceplate, catching",,,,,,,,,
20201SW19,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW2,sw,Charlotte Regan,false,g,6,true,11-06-2020,,,21-04-2020,21,0,6,1.00,true,0,12-05-2020,11-05-2020,41,12,4.40,3,9,9,9,55,15,9,0,9,16.44,9,1,,tw77052,tw77052,,,,0,fon,,,,,,,,,
20201SW20,sw,J Haynes,false,g,6,true,19-05-2020,,,26-04-2020,26,0,7,1.00,true,0,14-05-2020,14-05-2020,44,13,4.50,3,6,5,0,,,,5,0,,0,0,,,,,,,0,FON_unringed,,,,,,,,,
20201SW21,sw,J Haynes,false,g,6,true,12-05-2020,,,21-04-2020,21,0,3,,true,0,10-05-2020,,,,5.00,3,7,,0,,,,0,0,,0,0,,,,,,,0,"abandoned, abandoned",,,,,,,,,
20201SW22,sw,J Haynes,false,g,6,true,04-06-2020,true,,07-05-2020,37,4,9,,true,0,25-05-2020,21-05-2020,51,9,,,6,5,0,,,,0,0,,0,0,,,,,,,0,"faceplate, catching, catching",,,,,,,,,
20201SW23,sw,J Haynes,false,b,6,true,30-05-2020,,,22-04-2020,22,0,7,,true,0,14-05-2020,16-05-2020,46,15,4.60,4,10,10,0,,,,1,0,,0,2,and6447,avl4833,"and6447, avl4833",,,,0,"FON_unringed, faceplate, catching",,,,,,,,,
20201SW24,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW25,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW26,sw,J Haynes,false,b,6,true,12-05-2020,,,20-04-2020,20,0,8,0.67,true,0,10-05-2020,,,,3.30,3,8,,0,,,,0,0,,0,0,,,,,,,0,abandoned,,,,,,,,,
20201SW27,sw,J Haynes,false,b,6,true,12-05-2020,,,16-04-2020,16,0,8,,true,0,06-05-2020,08-05-2020,38,15,5.00,4,8,4,0,,,,2,0,,0,1,,afh4219,afh4219,,,,0,FON,,,,,,,,,
20201SW28,sw,J Haynes,false,g,6,true,30-05-2020,,,17-04-2020,17,0,8,,true,0,07-05-2020,08-05-2020,38,14,6.00,4,8,8,8,52,15,8,0,8,17.45,8,2,ts45460,tp27392,"0700ee2919, ts45460",,,,0,"FON, faceplate, catching",,,,,,,,,
20201SW29,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW3,sw,Charlotte Regan,false,g,6,true,11-06-2020,,,16-04-2020,16,0,5,1.00,true,0,07-05-2020,07-05-2020,37,13,4.90,3,9,1,1,51,15,1,0,1,19.10,1,1,,tw77002,tw77002,,,,0,,,,,,,,,,
20201SW30,sw,J Haynes,false,b,6,true,30-05-2020,,true,21-04-2020,21,0,3,1.00,true,0,13-05-2020,14-05-2020,44,14,3.10,3,10,10,4,58,15,4,2,4,9.13,4,1,,afh3657,01103f5c2a,,,,0,"FON, FON, faceplate",,,,,,,,,
20201SW31,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW32,sw,J Haynes,false,b,6,true,20-05-2020,,,23-04-2020,23,0,3,0.75,true,0,11-05-2020,10-05-2020,40,12,4.80,4,6,6,0,,,,6,0,,0,2,abj6062,s882544,"030002b627, 01103fc738",,,,0,"FON, FON_ringed",,,,,,,,,
20201SW33,sw,J Haynes,false,g,6,true,26-05-2020,true,true,21-04-2020,21,0,3,0.75,true,0,12-05-2020,12-05-2020,42,13,5.20,3,9,7,0,,,,0,0,,0,2,tr43216,ty68607,"0110178dd0, ty68607",,,,0,"FON_unringed, FON_unringed, faceplate, catching",,,,,,,,,
20201SW34,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW35,sw,J Haynes,false,g,6,true,26-05-2020,true,true,19-04-2020,19,0,8,1.00,true,0,09-05-2020,09-05-2020,39,13,6.60,4,8,8,8,52,14,8,0,8,18.30,8,3,vz29148,tj26880,"0110178a89, tj26880, vz29148",,,,0,"dead bluti under box, faceplate, catching",,,,,,,,,
20201SW36,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW37,sw,J Haynes,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW38,sw,J Haynes,false,b,6,true,28-05-2020,,true,26-04-2020,26,0,7,1.00,true,0,13-05-2020,16-05-2020,46,15,3.30,3,6,6,0,,,,3,0,,0,3,afh5714,avl4837,"01103f5fd5, afh5714, avl4837",,,,0,"faceplate, catching, catching",,,,,,,,,
20201SW39,sw,Keith Mc Mahon,false,g,6,true,04-06-2020,,,26-04-2020,26,0,7,1.00,true,0,14-05-2020,14-05-2020,44,13,4.30,3,6,6,2,58,15,2,1,2,15.05,2,2,,vz33751,"01101769e5, va33751",,,,0,only saw female visiting,,,,,,,,,
20201SW4,sw,Charlotte Regan,false,b,6,true,11-06-2020,,,19-04-2020,19,0,6,,true,0,08-05-2020,08-05-2020,38,13,4.70,4,7,6,6,52,15,6,0,6,10.53,6,3,j215989,j215765,"01103fcee5, j215765, j215989",,,,0,fon,,,,,,,,,
20201SW40,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW41,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW42,sw,Keith Mc Mahon,false,b,6,true,04-06-2020,,,24-04-2020,24,0,4,,true,0,13-05-2020,13-05-2020,43,13,3.40,3,7,7,7,57,15,7,0,7,10.63,7,3,afh2593,afh4851,"01103f40a9, 01101742cb",,,,0,not hatched female ringed,,,,,,,,,
20201SW43,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW44,sw,Keith Mc Mahon,false,b,6,true,04-06-2020,,,23-04-2020,23,0,3,1.00,true,0,14-05-2020,,,,3.30,3,9,,0,,,,0,0,,0,0,,,,,,,0,"female ring starts A.., eggs cold",,,,,,,,,
20201SW45,sw,Keith Mc Mahon,false,b,6,true,04-06-2020,,,24-04-2020,24,0,4,,true,0,14-05-2020,13-05-2020,43,12,3.50,3,8,7,7,57,15,7,0,7,11.60,7,3,afh2945,afh5370,"01103f6b70, 01103f6f12",,,,0,fon,,,,,,,,,
20201SW46,sw,Keith Mc Mahon,false,g,6,true,04-06-2020,,,27-04-2020,27,0,7,1.00,true,0,16-05-2020,15-05-2020,45,12,5.40,3,7,7,6,59,15,6,0,6,16.58,6,2,vz30605,ta15788,"01103fa53b, 0700ee44ef",,,,0,,,,,,,,,,
20201SW47,sw,Keith Mc Mahon,false,b,6,true,04-06-2020,,,22-04-2020,22,0,3,1.00,true,0,12-05-2020,12-05-2020,42,13,3.00,3,8,8,8,56,15,8,0,8,9.96,8,1,,avl3215,avl3215,,,,0,"female unringed, not hatched, nothing on fp",,,,,,,,,
20201SW48,sw,Keith Mc Mahon,false,b,6,true,24-05-2020,,,21-04-2020,21,0,3,,,0,,,,,3.30,3,4,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW49,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW49A,sw,Keith Mc Mahon,false,g,6,true,22-05-2020,true,,22-04-2020,22,2,3,0.00,true,0,15-05-2020,16-05-2020,46,14,5.20,3,11,9,0,,,,0,0,,0,0,,,,,,,0,"female ringed, male unringed, female ring tw41…, not hatched",,,,,,,,,
20201SW5,sw,Charlotte Regan,false,g,6,true,11-06-2020,,,17-04-2020,17,0,6,1.00,true,0,08-05-2020,07-05-2020,37,12,6.40,4,9,9,9,51,15,9,0,9,18.36,9,3,tj26850,vz30447,"011017896a, 0700ede5ec, tj26850",,,,0,"fon, fon",,,,,,,,,
20201SW50,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW51,sw,Keith Mc Mahon,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW52,sw,Keith Mc Mahon,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW53,sw,Keith Mc Mahon,false,,6,true,22-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW54,sw,Keith Mc Mahon,false,b,6,true,04-06-2020,,,20-04-2020,20,0,7,1.00,true,0,12-05-2020,13-05-2020,43,14,3.60,3,10,10,10,57,15,10,0,10,10.39,10,2,j215831,,"01103fbbb6, j215831",,,,0,"female unringed, not hatced, not hatched",,,,,,,,,
20201SW55,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW56,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW57,sw,Keith Mc Mahon,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW58,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW59,sw,Keith Mc Mahon,false,g,6,true,04-06-2020,,,16-04-2020,16,0,3,,true,0,07-05-2020,09-05-2020,39,15,5.00,3,9,9,9,53,15,9,0,9,18.23,9,3,vz32978,vs84050,"vs84050, 0110175f5c, 0700edb3c4",,,,0,"not hatched, not hatched",,,,,,,,,
20201SW6,sw,Charlotte Regan,false,b,6,true,11-06-2020,,,24-04-2020,24,0,4,1.00,true,0,14-05-2020,15-05-2020,45,14,3.20,3,8,7,2,59,15,2,1,2,10.10,2,1,,avl7296,avl7296,,,,0,"fon, fon",,,,,,,,,
20201SW60,sw,Keith Mc Mahon,false,b,6,true,09-05-2020,,true,21-04-2020,21,0,3,,true,0,10-05-2020,,,,3.60,3,7,,0,,,,0,0,,0,0,,,,,,,0,"female unringed, weasel",,,,,,,,,
20201SW61,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW61A,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW62,sw,Keith Mc Mahon,false,b,6,true,16-05-2020,,true,28-04-2020,28,0,6,,true,0,17-05-2020,,,,3.30,3,7,,0,,,,0,0,,0,0,,,,,,,0,"female unringed, nest empty",,,,,,,,,
20201SW63,sw,Keith Mc Mahon,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW64,sw,Keith Mc Mahon,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW65,sw,Keith Mc Mahon,false,b,6,true,04-06-2020,,,22-04-2020,22,0,3,1.00,true,0,14-05-2020,14-05-2020,44,13,3.20,3,10,8,8,58,15,8,2,6,8.91,8,1,,s884316,s884316,,"avl3495, avl6501",,0,"not hatched, nothing on fp, retrapped female",,,,,,,,,
20201SW66,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW67,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW68,sw,Keith Mc Mahon,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW69,sw,Keith Mc Mahon,false,b,6,true,04-05-2020,,true,16-04-2020,16,0,3,1.00,true,0,04-05-2020,,,,3.20,3,6,,0,,,,0,0,,0,0,,,,,,,0,"no hatched female off nest, weasel dead adult abj6217",,,,,,,,,
20201SW7,sw,Charlotte Regan,false,,0,false,,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW70,sw,Keith Mc Mahon,false,g,6,true,04-06-2020,,,17-04-2020,17,0,7,,true,0,06-05-2020,08-05-2020,38,15,5.50,3,7,6,5,52,15,5,0,5,16.76,5,3,vz31906,vs84179,"vs84179, 0700edf06c, 011017859d",,,,0,"not hatched, fon",,,,,,,,,
20201SW71,sw,Keith Mc Mahon,false,,6,true,26-05-2020,,,,,,,,,0,,,,,,,,,0,,,,0,0,,0,0,,,,,,,0,,,,,,,,,,
20201SW72,sw,Keith Mc Mahon,false,b,6,true,16-06-2020,,,18-05-2020,48,14,22,,true,0,08-06-2020,28-05-2020,58,2,,,9,4,2,72,15,2,2,0,7.10,2,1,j215820,,01103f9928,,"avl6544, avl6545",,0,,,,,,,,,,
20201SW73,sw,Keith Mc Mahon,false,g,6,true,06-06-2020,,,20-04-2020,20,0,7,0.67,true,0,11-05-2020,12-05-2020,42,14,5.60,3,9,8,8,56,15,8,0,8,16.94,8,3,vz31181,tr42800,"0110178192, tr42800",,,,0,"female ringed, not hatched",,,,,,,,,
